Code;Brand;Name;Address;Zip;City;Latitude;Longitude;Visa;Mastercard;Amex;Dinersclub;Eurotrafic;GR Actys Eurotrafic;GR Netherlands;Jubileo;Bank Card;DKV;UTA;Carte Club TOTAL;Super Ethanol e85;sp95;sp95 performance;sp95 e10;Optane Evolution 95;sp98;sp98 performance;Excellium 98;Optane Evolution 98;Gasoil;Diesel Excelan;Excellium diesel;Diesel Evolution;Lpg;AdBlue;GNR;AVGAS 100 LL;Gas Bottled;Fuel Automate;Shop;Coffee Corner;Bakerie;Sandwitcherie;BDGrill;Crocade;Baby Kit;Car Wash;Car Wash HP;Car Maintenance;Tyre Center;Truck Station;Vacuum;Diesel Premier;Gasoil Performance;Total Fioul Premier;Highway;FreeWifi;Car Wash Lotus;Car Wash Osmos;Tyre Pressure
NF078788;ELAN;SARL GARAGE MARTIN;RUE DE CALAIS 27;62500;ST MARTIN AU LAERT;50.7557;2.23393;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF058987;TOTAL;RELAIS LA BALAGNE;RN 197;20260;CALVI;42.5592;8.7569;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078801;ELAN;SAS GARAGE DUVAL DANIEL;RUE SAINT DENIS 1;27420;LES THILLIERS EN VEXIN;49.236192;1.608915;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF059003;TOTAL;REL.PHALEMPIN OUEST;A1 - AIRE DE PHALEMPIN OUEST;59113;SECLIN;50.532417;3.046149;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF059022;TOTAL;RELAIS DES ABATILLES;112 BLD DE LA COTE D ARGENT;33120;ARCACHON;44.649915;-1.186703;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes
NF059036;TOTAL Access;RELAIS DE VAUCELLES;ROUTE NATIONALE 13;14400;VAUCELLES;49.28401;-0.725731;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;no
NF078822;ELAN;GARAGE CITROEN MOCQUERY;RUE BERNARD MOQUERY;10130;ST PHAL;48.1215;3.99903;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF059042;TOTAL;REL.BEAUNE TAILLY;A6 - AIRE DE BEAUNE TAILLY;21190;MERCEUIL;46.964742;4.836681;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF059046;TOTAL Access;RELAIS DE FONTBONNE;103 RTE DE VALS;7200;AUBENAS;44.6315;4.37994;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF078830;ELAN;SAS OUACHARRA DISTRIBUTION;LE BOURG;36230;ST DENIS DE JOUHET;46.53018;1.864431;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF059063;TOTAL Access;RELAIS MONTMIRAIL;57 RUE DU FAUBOURG DE PARIS;51210;MONTMIRAIL;48.876441;3.537676;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF059108;TOTAL Access;RELAIS DES CHAMPARTS;60 AV. DE LA PAIX;78520;LIMAY;48.992524;1.743788;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059110;TOTAL Access;RELAIS AIGUELONGUE;459 AV.DE LA JUSTICE;34090;MONTPELLIER;43.626656;3.876397;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;yes;no;yes
NF059116;TOTAL Access;RELAIS SERIGUETTE;2 bis ROUTE DE LA PETITE CAMARGUE;30470;AIMARGUES;43.6961;4.20069;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;no;no;no
NF059131;TOTAL;RELAIS DE LA CAPELIERE;152 AV. MARECHAL FOCH;34500;BEZIERS;43.35464;3.22163;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF078885;ELAN;GARAGE POIRIER;CARREFOUR DES CANADIENS;76550;PETIT APPEVILLE;49.90181;1.051388;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF079342;TOTAL;REL.VIGNEUX DE BRETAGNE;RN165;44360;VIGNEUX DE BRETAGNE;47.32874;-1.78273;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF079408;TOTAL Access;RELAIS NANTES FACULTES;BOULEVARD GUY MOLLET;44000;NANTES;47.248064;-1.554573;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF079676;TOTAL Access;SARL STATION GRELAUD;140  RTE DES SORINIERES;44400;REZE LES NANTES;47.154878;-1.537305;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059261;TOTAL;RELAIS DE LA PINTERIE;BD HENRI DUNANT;49100;ANGERS;47.483188;-0.527588;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF079896;TOTAL;M. GABORIEAU JEAN LUC;38 RUE DES SABLES;85140;LES ESSARTS;46.766127;-1.236325;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF059295;TOTAL;RELAIS CLOS ST.LAZARE;21 AV.DE STALINGRAD -COURS STLAZARE;93240;STAINS;48.948408;2.378441;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059299;TOTAL;SARL ZANCHETTIN DAMIEN;RN 113;33190;GIRONDE SUR DROPT;44.585345;-0.081494;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF059312;TOTAL Access;RELAIS VILLANCOURT;96 COURS ST ANDRE;38800;LE PONT DE CLAIX;45.138533;5.70276;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059343;TOTAL;RELAIS CLOS BENARD;62-64 AVENUE DE LA REPUBLIQUE;93300;AUBERVILLIERS;48.909232;2.386298;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;yes;yes
NF079965;TOTAL Access;SARL BOURDET;ROUTE DE SAINT COME;50500;CARENTAN;49.309005;-1.254327;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no
NF079977;TOTAL;EURL LOPEZ CLEMENT;LA LANSARDE - ROUTE DES CHATEAUX;33250;PAUILLAC;45.1923;-0.749329;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF079989;TOTAL Access;REL.PUILBOREAU;RN 11 - AIRE DE PUIBOREAU;17138;PUILBOREAU;46.17669;-1.103197;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;no;no;no;yes;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF059401;TOTAL Access;RELAIS DE NANTILLY;BOULEVARD DE LA MARNE;49400;SAUMUR;47.25208;-0.08276;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF059417;TOTAL Access;RELAIS DES MARVIS;FAUBOURG DE CHALONS;51300;VITRY LE FRANCOIS;48.7311;4.58904;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059422;TOTAL;RELAIS DES ARCHERS;2  AVENUE CHARLES DE GAULLE;77450;ESBLY;48.8998;2.81103;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF080013;TOTAL Access;RELAIS PLANTIERS;188 AVENUE F.MISTRAL;4100;MANOSQUE;43.82215;5.78728;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059438;TOTAL;RELAIS ESQUERMES;112 RUE DE LA BASSEE;59000;LILLE;50.62577;3.035513;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF080017;TOTAL Access;RELAIS MASSY LECLERC;190 AVENUE DU MARECHAL LECLERC;91300;MASSY;48.73964;2.30206;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF080024;TOTAL Access;RELAIS REIMS BREBANT;12 AVENUE BREBANT;51100;REIMS;49.2548;4.01667;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF080026;TOTAL Access;RELAIS LE MIRAIL;222 ROUTE DE SAINT SIMON;31100;TOULOUSE;43.58088;1.39586;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059477;TOTAL;RELAIS PORT ANGLAIS;43 QUAI AUGUSTE BLANQUI;94140;ALFORTVILLE;48.803886;2.412807;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF080032;TOTAL Access;RELAIS SEDAN MARNE;8 AVENUE DE LA MARNE;8200;SEDAN;49.698994;4.926888;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059483;TOTAL Access;RELAIS DE ST BLIN;23 AVENUE GABRIEL PERI;95500;GONESSE;48.992242;2.428117;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;yes;no;no
NF080036;TOTAL Access;RELAIS DEVEZE;1 AVENUE DE LA DEVEZE;34500;BEZIERS;43.33139;3.24761;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059500;TOTAL Access;RELAIS LOGIS BOURGOGNE;88 BOULEVARD DE TROYES;21240;TALANT;47.340789;5.004886;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no
NF080046;TOTAL;REL.BRUYERES PAISY;A6 - AIRE DE BRUYERES-PAISY;69570;DARDILLY;45.808839;4.769509;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF059506;TOTAL;SARL CEDADEL;2 AVENUE DE ST ETIENNE;42160;ANDREZIEUX BOUTHEON;45.526377;4.25954;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;yes;no;no
NF080050;TOTAL;REL.TERRASSES DE PROVENCE SUD PL;A8 AIRE TERRASSES PROVENCE SUD;83170;BRIGNOLES;43.421472;5.988882;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no
NF059523;TOTAL;RELAIS DU PERREY AVITAILLEMENT;129 BOULEVARD CLEMENCEAU;76600;LE HAVRE;49.487173;0.098095;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080056;TOTAL;REL.ROMORANTIN;A85 - AIRE DE ROMORANTIN;41200;PRUNIERS EN SOLOGNE;47.33821;1.6666;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF080067;TOTAL;SARL SOCIETE COURTEL;58 AVENUE DE LA VERRERIE;35300;FOUGERES;48.363007;-1.18831;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;yes;no;no
NF080069;TOTAL Access;RELAIS LES CHASSEURS PL;RD 113 - LES GRAPOUX;13130;BERRE L ETANG;43.51903;5.20053;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF080071;TOTAL;REL.PONT DE L'ISERE AUTOROUTE A7;A7 - AIRE DU PONT DE L ISERE;26600;PONT DE L ISERE;45.01842;4.87474;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF080075;TOTAL;SARL DURMUS;13-17 AVENUE MAURICE BERTEAUX;94370;SUCY EN BRIE;48.773485;2.517347;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF080079;TOTAL Access;CATALOGNE CARBURANTS SUD PL;3170 AVENUE JULIEN PANCHOT;66000;PERPIGNAN;42.678192;2.850157;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF080083;TOTAL Access;SARL SGP 71;RN6 - LES TEPPES;71260;FLEURVILLE;46.44514;4.884661;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059605;TOTAL Access;RELAIS CENTRE ATLANTIQUE;32 ROUTE DE ST AVERTIN;37200;TOURS;47.364669;0.707504;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF080097;TOTAL;GROUPE METIN NOISY LE GRAND;56 AVENUE DU PAVE NEUF;93160;NOISY LE GRAND;48.838343;2.560887;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF059642;TOTAL Access;RELAIS VALLONNIERE;100 AVENUE BARTHELEMY BUYER;69009;LYON;45.762448;4.802826;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF059648;TOTAL;RELAIS CROIX PIGEOT;CD 88 - 1 ROUTE DE ROISSY;93290;TREMBLAY EN FRANCE;48.983384;2.543476;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF080104;TOTAL;RELAIS AUTO SAINT DESIR;ROUTE DE CAEN;14100;ST DESIR;49.138267;0.171897;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080127;TOTAL;GARAGE DE L'ENTENTE;1 RUE DU MOULIN GILLIER;42290;SORBIERS;45.481349;4.445031;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;yes;no;no
NF080133;TOTAL;BOIVIN ET CIE;67 BLD VAILLANT-COUTURIER;59580;ANICHE;50.330231;3.243109;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080137;TOTAL;SOGEDAT DIJON;2 BLD DES DIABLES BLEUS;21000;DIJON;47.302924;5.025001;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;yes;no;no
NF059652;TOTAL Access;RELAIS VALDEGOUR;BD PASTEUR MARC BOEGNER;30900;NIMES;43.8215;4.32963;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;no;yes;yes
NF080147;TOTAL;LES 3 PILIERS;22/24 BLD J MENARD;79100;THOUARS;46.975699;-0.192267;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;yes;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF059658;TOTAL;RELAIS DE JOLIVAL;RUE JACQUES BREL;95100;ARGENTEUIL;48.957099;2.280454;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059681;TOTAL Access;RELAIS COQUERIVE;8 AVENUE DE COQUERIVE;91150;ETAMPES;48.4335;2.17205;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF080157;TOTAL Access;RELAIS DU BALMORAL;208 RUE DU CLAIR BOCAGE;85000;MOUILLERON LE CAPTIF;46.712369;-1.43098;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059725;TOTAL;RELAIS DU PLATEAU;59 RUE JEAN BLEUZEN;92170;VANVES;48.822858;2.295273;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;yes;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;yes;no;yes
NF059743;TOTAL;REL.BIDART EST;A63 - AIRE DE BIDARD EST;64210;BIDART;43.422226;-1.597308;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF059776;TOTAL;RELAIS LOUVECIENNES;9 TER QUAI CONTI;78430;LOUVECIENNES;48.874974;2.118229;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF080188;TOTAL Access;RELAIS DE CASTETS;1270 ROUTE DE DAX;40260;CASTETS;43.8697;-1.134;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF080190;TOTAL;SAS BOTHOREL;ZA KERLOUIS - RUE ALSACE LORRAINE;29870;LANNILIS;48.572715;-4.511095;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF080192;TOTAL;RELAIS STAR MAZEROLLES;RD32 ROUTE D'ARZACQ;64230;MAZEROLLES;43.445587;-0.470656;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
